source,day_label,lect_num,type,reference,csv_incipit,derived_incipit,db_first_verse,rendered_first_line,problems
standard,Advent/3/Sunday/C,,first_reading,Zep 3:14-18a,,,"Sing aloud, O daughter of Zion; shout, O Israel! Rejoice and exult with all your heart, O daughter of Jerusalem!","14. Sing aloud, O daughter of Zion; shout, O Israel! Rejoice and exult with all your heart, O daughter of Jerusalem!",verse_number_in_rendered
standard,Advent/3/Monday/I/II,187,first_reading,"Num 24:2-7, 15-17a",Balaam looked up and saw Israel camping tribe by tribe.,The LORD said to Moses:,"And Balaam lifted up his eyes, and saw Israel encamping tribe by tribe. And the Spirit of God came upon him,",2. Balaam looked up and saw Israel camping tribe by tribe.,verse_number_in_rendered
standard,Advent/3/Monday/I/II,187,gospel,Matt 21:23-27,"When Jesus entered the temple,","At that time,","And when he entered the temple, the chief priests and the elders of the people came up to him as he was teaching, and said, ""By what authority are you doing these things, and who gave you this authority?""","23. When Jesus entered the temple,",verse_number_in_rendered
standard,Advent/3/Friday/I/II,191,first_reading,"Isa 56:1-3a, 6-8",,Thus says the LORD:,"Thus says the LORD: ""Keep justice, and do righteousness, for soon my salvation will come, and my deliverance be revealed.","1. Thus says the LORD: ""Keep justice, and do righteousness, for soon my salvation will come, and my deliverance be revealed.",raw_verse_conjunction:thus
standard,Advent/4/Sunday/A,,first_reading,Isa 7:10-14,,Thus says the LORD:,"Again the LORD spoke to Ahaz,","Thus says the LORD: Again the LORD spoke to Ahaz,",conjunction_after_incipit:again
standard,Advent/4/Sunday/B,,gospel,Luke 1:26-38,,"In those days,","In the sixth month the angel Gabriel was sent from God to a city of Galilee named Nazareth,","26. In the sixth month the angel Gabriel was sent from God to a city of Galilee named Nazareth,",verse_number_in_rendered
standard,Advent/4/Sunday/C,,first_reading,Mi 5:1-4a,,,Now you are walled about with a wall;  siege is laid against us; with a rod they strike upon the cheek the ruler of Israel.,1. Now you are walled about with a wall;  siege is laid against us; with a rod they strike upon the cheek the ruler of Israel.,raw_verse_conjunction:now; no_incipit_problematic_verse:now
standard,Advent/4/Sunday/C,,gospel,Luke 1:39-45,,"In those days,","In those days Mary arose and went with haste into the hill country, to a city of Judah,","39. In those days Mary arose and went with haste into the hill country, to a city of Judah,",verse_number_in_rendered
standard,Christmas/Octave/December 27/I/II,697,first_reading,1 John 1:1-4,,Beloved:,"That which was from the beginning, which we have heard, which we have seen with our eyes, which we have looked upon and touched with our hands, concerning the word of life--","1. That which was from the beginning, which we have heard, which we have seen with our eyes, which we have looked upon and touched with our hands, concerning the word of life--",raw_verse_pronoun:that
standard,Christmas/Octave/December 28/I/II,698,first_reading,1 John 1:5-2:2,,Beloved:,"This is the message we have heard from him and proclaim to you, that God is light and in him is no darkness at all.","5. This is the message we have heard from him and proclaim to you, that God is light and in him is no darkness at all.",raw_verse_pronoun:this; verse_number_in_rendered
standard,Christmas/Octave/December 29/I/II,202,gospel,Luke 2:41-52,Each year Jesus' parents went to Jerusalem for the feast,"In those days,",Now his parents went to Jerusalem every year at the feast of the Passover.,41. Each year Jesus' parents went to Jerusalem for the feast,verse_number_in_rendered
standard,Christmas/Octave/January 3/I/II,206,first_reading,1 John 2:29; 3.1-6,"Beloved: 29. Little children,",Beloved:,[VERSE_NOT_FOUND],Reading text unavailable for 1 John 2:29; 3.1-6.,text_unavailable
standard,Christmas/Octave/January 6/I/II,209,first_reading,1 John 5:5-13,,Beloved:,Who is it that overcomes the world but he who believes that Jesus is the Son of God?,5. Who is it that overcomes the world but he who believes that Jesus is the Son of God?,raw_verse_pronoun:who; verse_number_in_rendered
standard,Christmas/After Epiphany/January 7/I/II,210,first_reading,1 John 5:5-13,,Beloved:,Who is it that overcomes the world but he who believes that Jesus is the Son of God?,5. Who is it that overcomes the world but he who believes that Jesus is the Son of God?,raw_verse_pronoun:who; verse_number_in_rendered
standard,Christmas/After Epiphany/January 7/I/II,210,first_reading,1 John 5:5-13,,Beloved:,Who is it that overcomes the world but he who believes that Jesus is the Son of God?,5. Who is it that overcomes the world but he who believes that Jesus is the Son of God?,raw_verse_pronoun:who; verse_number_in_rendered
standard,Christmas/After Epiphany/January 7/I/II,210,first_reading,1 John 5:5-13,,Beloved:,Who is it that overcomes the world but he who believes that Jesus is the Son of God?,5. Who is it that overcomes the world but he who believes that Jesus is the Son of God?,raw_verse_pronoun:who; verse_number_in_rendered
standard,Christmas/After Epiphany/January 7/I/II,210,first_reading,1 John 5:5-13,,Beloved:,Who is it that overcomes the world but he who believes that Jesus is the Son of God?,5. Who is it that overcomes the world but he who believes that Jesus is the Son of God?,raw_verse_pronoun:who; verse_number_in_rendered
standard,Christmas/After Epiphany/January 7/I/II,210,first_reading,1 John 5:5-13,,Beloved:,Who is it that overcomes the world but he who believes that Jesus is the Son of God?,5. Who is it that overcomes the world but he who believes that Jesus is the Son of God?,raw_verse_pronoun:who; verse_number_in_rendered
standard,Christmas/After Epiphany/January 7/I/II,210,first_reading,1 John 5:5-13,,Beloved:,Who is it that overcomes the world but he who believes that Jesus is the Son of God?,5. Who is it that overcomes the world but he who believes that Jesus is the Son of God?,raw_verse_pronoun:who; verse_number_in_rendered
standard,Ordinary Time/1/Monday/I,485,first_reading,Rom 11:29-36,The gifts and the calling of God are irrevocable.,Brethren:,For the gifts and the call of God are irrevocable.,29. The gifts and the calling of God are irrevocable.,verse_number_in_rendered
standard,Ordinary Time/1/Monday/II,425,first_reading,1 Sam 15:16-23,"Samuel said to Saul,","In those days,","Then Samuel said to Saul, ""Stop! I will tell you what the LORD said to me this night."" And he said to him, ""Say on.""","16. Samuel said to Saul,",verse_number_in_rendered
standard,Ordinary Time/1/Tuesday/I,306,first_reading,Heb 2:5-12,"God did not subject the coming world,",Brethren:,"For it was not to angels that God subjected the world to come, of which we are speaking.","5. God did not subject the coming world,",verse_number_in_rendered
standard,Ordinary Time/1/Wednesday/I,307,first_reading,Heb 2:14-18,"Since the children share flesh and blood,",Brethren:,"Since therefore the children share in flesh and blood, he himself likewise partook of the same nature, that through death he might destroy him who has the power of death, that is, the devil,","14. Since the children share flesh and blood,",raw_verse_conjunction:since; verse_number_in_rendered
standard,Ordinary Time/1/Thursday/I,308,first_reading,Heb 3:7-14,"The Holy Spirit says,",Brethren:,"Therefore, as the Holy Spirit says, ""Today, when you hear his voice,","7. The Holy Spirit says,",verse_number_in_rendered
standard,Ordinary Time/1/Friday/II,309,first_reading,"1 Sam 8:4-7, 10-22a",All the elders of Israel gathered together,"In those days,","Then all the elders of Israel gathered together and came to Samuel at Ramah,",4. All the elders of Israel gathered together,verse_number_in_rendered
standard,Ordinary Time/1/Saturday/I,310,first_reading,Heb 4:12-16,"The word of God is living and active,",Brethren:,"For the word of God is living and active, sharper than any two-edged sword, piercing to the division of soul and spirit, of joints and marrow, and discerning the thoughts and intentions of the heart.","12. The word of God is living and active,",verse_number_in_rendered
standard,Ordinary Time/2/Monday/II,311,first_reading,1 Sam 15:16-23,"Samuel said to Saul,","In those days,","Then Samuel said to Saul, ""Stop! I will tell you what the LORD said to me this night."" And he said to him, ""Say on.""","16. Samuel said to Saul,",verse_number_in_rendered
standard,Ordinary Time/2/Tuesday/I,312,gospel,Mark 2:23-28,One sabbath Jesus and his disciples were going through the grainfields;,"At that time,",One sabbath he was going through the grainfields; and as they made their way his disciples began to pluck heads of grain.,23. One sabbath Jesus and his disciples were going through the grainfields;,verse_number_in_rendered
standard,Ordinary Time/2/Tuesday/II,312,gospel,Mark 2:23-28,One sabbath Jesus and his disciples were going through the grainfields;,"At that time,",One sabbath he was going through the grainfields; and as they made their way his disciples began to pluck heads of grain.,23. One sabbath Jesus and his disciples were going through the grainfields;,verse_number_in_rendered
standard,Ordinary Time/2/Wednesday/II,313,first_reading,"1 Sam 17:32-33, 37, 40-51","The Philistines gathered their armies for battle and encamped opposite the Israelites. And there came out of the Philistine camp a champion named Goliath, who challenged the Israelites to choose a man to fight him. All the Israelites, when they saw Goliath, fled from him and were very much afraid. David said to Saul, ""Let no one's heart fail because of him;","In those days,","And David said to Saul, ""Let no man's heart fail because of him; your servant will go and fight with this Philistine.""","32. The Philistines gathered their armies for battle and encamped opposite the Israelites. And there came out of the Philistine camp a champion named Goliath, who challenged the Israelites to choose a man to fight him. All the Israelites, when they saw Goliath, fled from him and were very much afraid. David said to Saul, ""Let no one's heart fail because of him;",verse_number_in_rendered
standard,Ordinary Time/2/Thursday/I,314,first_reading,Heb 7:25 - 8.6,"Jesus, because he continues forever,",Brethren:,"Consequently he is able for all time to save those who draw near to God through him, since he always lives to make intercession for them.",Reading text unavailable for Heb 7:25 - 8.6.,text_unavailable
standard,Ordinary Time/2/Thursday/I,314,gospel,Mark 3:7-12,"Jesus departed with his disciples to the sea,","At that time,","Jesus withdrew with his disciples to the sea, and a great multitude from Galilee followed; also from Judea","7. Jesus departed with his disciples to the sea,",verse_number_in_rendered
standard,Ordinary Time/2/Thursday/II,314,first_reading,1 Sam 18:6-9; 19.1-7,"While the armies were coming home,","In those days,","As they were coming home, when David returned from slaying the Philistine, the women came out of all the cities of Israel, singing and dancing, to meet King Saul, with timbrels, with songs of joy, and with instruments of music.","6. While the armies were coming home,",raw_verse_conjunction:while; verse_number_in_rendered
standard,Ordinary Time/2/Thursday/II,314,gospel,Mark 3:7-12,"Jesus departed with his disciples to the sea,","At that time,","Jesus withdrew with his disciples to the sea, and a great multitude from Galilee followed; also from Judea","7. Jesus departed with his disciples to the sea,",verse_number_in_rendered
standard,Ordinary Time/2/Friday/I,315,first_reading,Heb 8:6-13,Jesus has now obtained a more excellent ministry,Brethren:,"But as it is, Christ  has obtained a ministry which is as much more excellent than the old as the covenant he mediates is better, since it is enacted on better promises.",6. Jesus has now obtained a more excellent ministry,verse_number_in_rendered
standard,Ordinary Time/2/Friday/I,315,gospel,Mark 3:13-19,Jesus went up the mountain,"At that time,","And he went up on the mountain, and called to him those whom he desired; and they came to him.",13. Jesus went up the mountain,verse_number_in_rendered
standard,Ordinary Time/2/Friday/II,315,first_reading,1 Sam 24:2-21,"Saul took three thousand chosen men out of all Israel,","In those days,","Then Saul took three thousand chosen men out of all Israel, and went to seek David and his men in front of the Wildgoats' Rocks.","2. Then Saul took three thousand chosen men out of all Israel, and went to seek David and his men in front of the Wildgoats' Rocks.",raw_verse_conjunction:then; verse_number_in_rendered
standard,Ordinary Time/2/Friday/II,315,gospel,Mark 3:13-19,Jesus went up the mountain,"At that time,","And he went up on the mountain, and called to him those whom he desired; and they came to him.",13. Jesus went up the mountain,verse_number_in_rendered
standard,Ordinary Time/3/Sunday/B,,first_reading,"Jon 3:1-5, 10",,,"Then the word of the LORD came to Jonah the second time, saying,","1. Then the word of the LORD came to Jonah the second time, saying,",raw_verse_conjunction:then; no_incipit_problematic_verse:then
standard,Ordinary Time/3/Monday/I,317,first_reading,"Heb 9:15, 24-28",Christ offered himself without blemish to God.,Brethren:,"Therefore he is the mediator of a new covenant, so that those who are called may receive the promised eternal inheritance, since a death has occurred which redeems them from the transgressions under the first covenant.",15. Christ offered himself without blemish to God.,verse_number_in_rendered
standard,Ordinary Time/3/Tuesday/I,318,first_reading,Heb 10:1-10,Since the law has only a shadow of the good things to come,Brethren:,"For since the law has but a shadow of the good things to come instead of the true form of these realities, it can never, by the same sacrifices which are continually offered year after year, make perfect those who draw near.",1. Since the law has only a shadow of the good things to come,raw_verse_conjunction:since
standard,Ordinary Time/3/Tuesday/I,318,gospel,Mark 3:31-35,The mother of Jesus and his brothers came to the house where he was,"At that time,",And his mother and his brethren came; and standing outside they sent to him and called him.,31. The mother of Jesus and his brothers came to the house where he was,verse_number_in_rendered
standard,Ordinary Time/3/Tuesday/II,318,first_reading,"2 Sam 6:12b-15, 17-19",David brought up the ark of God,"In those days,","And it was told King David, ""The LORD has blessed the household of Obed-edom and all that belongs to him, because of the ark of God."" So David went and brought up the ark of God from the house of Obed-edom to the city of David with rejoicing;",12. David brought up the ark of God,verse_number_in_rendered
standard,Ordinary Time/3/Tuesday/II,318,gospel,Mark 3:31-35,The mother of Jesus and his brothers came to the house where he was,"At that time,",And his mother and his brethren came; and standing outside they sent to him and called him.,31. The mother of Jesus and his brothers came to the house where he was,verse_number_in_rendered
standard,Ordinary Time/3/Wednesday/I,319,first_reading,Heb 10:11-18,"In the former alliance, every priest stands day after day at his service,",Brethren:,"And every priest stands daily at his service, offering repeatedly the same sacrifices, which can never take away sins.","11. In the former alliance, every priest stands day after day at his service,",verse_number_in_rendered
standard,Ordinary Time/3/Thursday/I,320,first_reading,Heb 10:19-25,"My friends,",Brethren:,"Therefore, brethren, since we have confidence to enter the sanctuary by the blood of Jesus,","19. My friends,",verse_number_in_rendered
standard,Ordinary Time/3/Thursday/II,320,first_reading,"2 Sam 7:18-19, 24-29","After the prophet Nathan had proclaimed to David the promises of God, King David went in and sat before the Lord, and said,","In those days,","Then King David went in and sat before the LORD, and said, ""Who am I, O Lord GOD, and what is my house, that thou hast brought me thus far?","18. After the prophet Nathan had proclaimed to David the promises of God, King David went in and sat before the Lord, and said,",verse_number_in_rendered
standard,Ordinary Time/4/Sunday/A,,first_reading,Zep 2:3; 3:12-13,,,"Seek the LORD, all you humble of the land, who do his commands; seek righteousness, seek humility; perhaps you may be hidden on the day of the wrath of the LORD.","3. Seek the LORD, all you humble of the land, who do his commands; seek righteousness, seek humility; perhaps you may be hidden on the day of the wrath of the LORD.",verse_number_in_rendered
standard,Ordinary Time/4/Sunday/B,,first_reading,Deut 18:15-20,"MOSES spoke to all the people, saying: ""A prophet like me will the LORD, your God, raise up for you",Moses said to the people:,"""The LORD your God will raise up for you a prophet like me from among you, from your brethren--him you shall heed--","15. MOSES spoke to all the people, saying: ""A prophet like me will the LORD, your God, raise up for you",verse_number_in_rendered
standard,Ordinary Time/4/Sunday/B,,gospel,Mark 1:21-28,Jesus and the disciples went to Capernaum;,"At that time,",And they went into Caperna-um; and immediately on the sabbath he entered the synagogue and taught.,21. Jesus and the disciples went to Capernaum;,verse_number_in_rendered
standard,Ordinary Time/4/Sunday/C,,gospel,Luke 4:21-30,"JESUS began speaking in the synagogue, saying:","At that time,","And he began to say to them, ""Today this scripture has been fulfilled in your hearing.""","21. JESUS began speaking in the synagogue, saying:",verse_number_in_rendered
standard,Ordinary Time/4/Monday/I,323,first_reading,Heb 11:32-40,"Concerning the great power of faith, what more should I say?",Brethren:,"And what more shall I say? For time would fail me to tell of Gideon, Barak, Samson, Jephthah, of David and Samuel and the prophets--","32. Concerning the great power of faith, what more should I say?",verse_number_in_rendered
standard,Ordinary Time/4/Monday/II,323,first_reading,"2 Sam 15:13-14, 30; 16.5-13a","A messenger came to David, saying,","In those days,","And a messenger came to David, saying, ""The hearts of the men of Israel have gone after Absalom.""","13. A messenger came to David, saying,",verse_number_in_rendered
standard,Ordinary Time/4/Tuesday/I,324,gospel,Mark 5:21-43,"When Jesus had crossed in the boat to the other side,","At that time,","And when Jesus had crossed again in the boat to the other side, a great crowd gathered about him; and he was beside the sea.","21. When Jesus had crossed in the boat to the other side,",verse_number_in_rendered
standard,Ordinary Time/4/Tuesday/II,324,first_reading,"2 Sam 18:9-10, 14b, 24-26a, 30 - 19.3",Absalom happened to meet the servants of David.,"In those days,","And Absalom chanced to meet the servants of David. Absalom was riding upon his mule, and the mule went under the thick branches of a great oak, and his head caught fast in the oak, and he was left hanging between heaven and earth, while the mule that was under him went on.",9. Absalom happened to meet the servants of David.,verse_number_in_rendered
standard,Ordinary Time/4/Tuesday/II,324,gospel,Mark 5:21-43,"When Jesus had crossed in the boat to the other side,","At that time,","And when Jesus had crossed again in the boat to the other side, a great crowd gathered about him; and he was beside the sea.","21. When Jesus had crossed in the boat to the other side,",verse_number_in_rendered
standard,Ordinary Time/4/Wednesday/II,325,first_reading,"2 Sam 24:2, 9-17",King David said to Joab,"In those days,","So the king said to Joab and the commanders of the army,  who were with him, ""Go through all the tribes of Israel, from Dan to Beer-sheba, and number the people, that I may know the number of the people.""",2. King David said to Joab,verse_number_in_rendered
standard,Ordinary Time/4/Thursday/I,326,gospel,Mark 6:7-13,Jesus called the twelve,"At that time,","And he called to him the twelve, and began to send them out two by two, and gave them authority over the unclean spirits.",7. Jesus called the twelve,verse_number_in_rendered
standard,Ordinary Time/4/Friday/I,327,gospel,Mark 6:14-29,"King Herod heard of the miracles of Jesus,","At that time,","King Herod heard of it; for Jesus'  name had become known. Some  said, ""John the baptizer has been raised from the dead; that is why these powers are at work in him.""","14. King Herod heard of the miracles of Jesus,",verse_number_in_rendered
standard,Ordinary Time/4/Friday/II,327,first_reading,Sir 47:2-11,"As the fat is set apart from the communion offering,","My son,","As the fat is selected from the peace offering, so David was selected from the sons of Israel.","2. As the fat is set apart from the communion offering,",verse_number_in_rendered
standard,Ordinary Time/4/Friday/II,327,gospel,Mark 6:14-29,"King Herod heard of the miracles of Jesus,","At that time,","King Herod heard of it; for Jesus'  name had become known. Some  said, ""John the baptizer has been raised from the dead; that is why these powers are at work in him.""","14. King Herod heard of the miracles of Jesus,",verse_number_in_rendered
standard,Ordinary Time/4/Saturday/II,328,first_reading,1 Kgs 3:4-13,"King Solomon went to Gibeon to sacrifice there,","In those days,","And the king went to Gibeon to sacrifice there, for that was the great high place; Solomon used to offer a thousand burnt offerings upon that altar.","4. King Solomon went to Gibeon to sacrifice there,",verse_number_in_rendered
standard,Ordinary Time/5/Sunday/C,,gospel,Luke 5:1-11,,"At that time,","While the people pressed upon him to hear the word of God, he was standing by the lake of Gennesaret.","At that time: While the people pressed upon him to hear the word of God, he was standing by the lake of Gennesaret.",conjunction_after_incipit:while
standard,Ordinary Time/5/Monday/I,329,gospel,Mark 6:53-56,Jesus and the disciples crossed over the lake,"At that time,","And when they had crossed over, they came to land at Gennesaret, and moored to the shore.",53. Jesus and the disciples crossed over the lake,verse_number_in_rendered
standard,Ordinary Time/5/Monday/II,329,gospel,Mark 6:53-56,Jesus and the disciples crossed over the lake,"At that time,","And when they had crossed over, they came to land at Gennesaret, and moored to the shore.",53. Jesus and the disciples crossed over the lake,verse_number_in_rendered
standard,Ordinary Time/5/Tuesday/I,330,first_reading,Gen 1:20-2.4a,In the beginning,"In the beginning,","And God said, ""Let the waters bring forth swarms of living creatures, and let birds fly above the earth across the firmament of the heavens.""",Reading text unavailable for Gen 1:20-2.4a.,text_unavailable
standard,Ordinary Time/5/Wednesday/I,331,first_reading,"Gen 2:4b-9, 15-17","In the day that the Lord God made the earth and the heavens,","In the beginning,","These are the generations of the heavens and the earth when they were created. In the day that the LORD God made the earth and the heavens,","4. In the day that the Lord God made the earth and the heavens,",verse_number_in_rendered
standard,Ordinary Time/5/Wednesday/I,331,gospel,Mark 7:14-23,"Jesus called the crowd and said to them,","At that time,","And he called the people to him again, and said to them, ""Hear me, all of you, and understand:","14. Jesus called the crowd and said to them,",verse_number_in_rendered
standard,Ordinary Time/5/Wednesday/II,331,gospel,Mark 7:14-23,"Jesus called the crowd and said to them,","At that time,","And he called the people to him again, and said to them, ""Hear me, all of you, and understand:","14. Jesus called the crowd and said to them,",verse_number_in_rendered
standard,Ordinary Time/5/Thursday/I,332,first_reading,Gen 2:18-25,"The Lord God had created the man and put him in the garden. Then the Lord God said,","In the beginning,","Then the LORD God said, ""It is not good that the man should be alone; I will make him a helper fit for him.""","18. The Lord God had created the man and put him in the garden. Then the Lord God said,",verse_number_in_rendered
standard,Ordinary Time/5/Thursday/I,332,gospel,Mark 7:24-30,Jesus set out and went away to the region of Tyre and Sidon.,"At that time,","And from there he arose and went away to the region of Tyre and Sidon.  And he entered a house, and would not have any one know it; yet he could not be hid.",24. Jesus set out and went away to the region of Tyre and Sidon.,verse_number_in_rendered
standard,Ordinary Time/5/Thursday/II,332,first_reading,1 Kings 11:4-13,The Lord God had created the man and put him in the garden.,,"For when Solomon was old his wives turned away his heart after other gods; and his heart was not wholly true to the LORD his God, as was the heart of David his father.",4. The Lord God had created the man and put him in the garden.,verse_number_in_rendered
standard,Ordinary Time/5/Thursday/II,332,gospel,Mark 7:24-30,Jesus set out and went away to the region of Tyre and Sidon.,"At that time,","And from there he arose and went away to the region of Tyre and Sidon.  And he entered a house, and would not have any one know it; yet he could not be hid.",24. Jesus set out and went away to the region of Tyre and Sidon.,verse_number_in_rendered
standard,Ordinary Time/5/Friday/I,333,gospel,Mark 7:31-37,"Jesus returned from the region of Tyre,","At that time,","Then he returned from the region of Tyre, and went through Sidon to the Sea of Galilee, through the region of the Decapolis.","31. Jesus returned from the region of Tyre,",verse_number_in_rendered
standard,Ordinary Time/5/Friday/II,333,first_reading,1 Kings 11:29-32; 12.19,The serpent was more crafty than any other wild animal,,"And at that time, when Jeroboam went out of Jerusalem, the prophet Ahijah the Shilonite found him on the road. Now Ahijah had clad himself with a new garment; and the two of them were alone in the open country.",29. The serpent was more crafty than any other wild animal,verse_number_in_rendered
standard,Ordinary Time/5/Friday/II,333,gospel,Mark 7:31-37,"Jesus returned from the region of Tyre,","At that time,","Then he returned from the region of Tyre, and went through Sidon to the Sea of Galilee, through the region of the Decapolis.","31. Jesus returned from the region of Tyre,",verse_number_in_rendered
standard,Ordinary Time/5/Saturday/I,334,first_reading,Gen 3:9-24,"After the man and the woman had sinned, they hid themselves from the presence of the Lord God. The Lord God called to the man, and said to him,","In the beginning,","But the LORD God called to the man, and said to him, ""Where are you?""","9. After the man and the woman had sinned, they hid themselves from the presence of the Lord God. The Lord God called to the man, and said to him,",verse_number_in_rendered
standard,Ordinary Time/6/Sunday/C,,first_reading,Jer 17:5-8,,Thus says the LORD:,"Thus says the LORD: ""Cursed is the man who trusts in man and makes flesh his arm, whose heart turns away from the LORD.","5. Thus says the LORD: ""Cursed is the man who trusts in man and makes flesh his arm, whose heart turns away from the LORD.",raw_verse_conjunction:thus; verse_number_in_rendered
standard,Ordinary Time/6/Sunday/C,,gospel,"Luke 6:17, 20-26",,"At that time,","And he came down with them and stood on a level place, with a great crowd of his disciples and a great multitude of people from all Judea and Jerusalem and the seacoast of Tyre and Sidon, who came to hear him and to be healed of their diseases;","At that time: He came down with them and stood on a level place, with a great crowd of his disciples and a great multitude of people from all Judea and Jerusalem and the seacoast of Tyre and Sidon, who came to hear him and to be healed of their diseases;",pronoun_after_incipit:he
standard,Ordinary Time/6/Monday/I,335,gospel,Mark 8:11-13,"The Pharisees came to Jesus and began to argue with him,","At that time,","The Pharisees came and began to argue with him, seeking from him a sign from heaven, to test him.","11. The Pharisees came to Jesus and began to argue with him,",verse_number_in_rendered
standard,Ordinary Time/6/Monday/II,335,first_reading,James 1:1-11,"From James,",,[NO_CHAPTER: Jas 1],Reading text unavailable for James 1:1-11.,text_unavailable
standard,Ordinary Time/6/Monday/II,335,gospel,Mark 8:11-13,"The Pharisees came to Jesus and began to argue with him,","At that time,","The Pharisees came and began to argue with him, seeking from him a sign from heaven, to test him.","11. The Pharisees came to Jesus and began to argue with him,",verse_number_in_rendered
standard,Ordinary Time/6/Tuesday/I,336,first_reading,"Gen 6:5-8; 7.1-5, 10",The Lord saw,"In the beginning,","The LORD saw that the wickedness of man was great in the earth, and that every imagination of the thoughts of his heart was only evil continually.",5. The Lord saw,verse_number_in_rendered
standard,Ordinary Time/6/Tuesday/II,336,first_reading,James 1:12-18,Blessed is anyone who endures temptation.,,[NO_CHAPTER: Jas 1],Reading text unavailable for James 1:12-18.,text_unavailable
standard,Ordinary Time/6/Wednesday/I,337,first_reading,"Gen 8:6-13, 20-22",At the end of forty days,"In the beginning,","At the end of forty days Noah opened the window of the ark which he had made,",6. At the end of forty days,verse_number_in_rendered
standard,Ordinary Time/6/Wednesday/I,337,gospel,Mark 8:22-26,Jesus and the disciples came to Bethsaida.,"At that time,","And they came to Beth-saida. And some people brought to him a blind man, and begged him to touch him.",22. Jesus and the disciples came to Bethsaida.,verse_number_in_rendered
standard,Ordinary Time/6/Wednesday/II,337,first_reading,James 1:19-27,"You must understand this, my beloved:",,[NO_CHAPTER: Jas 1],Reading text unavailable for James 1:19-27.,text_unavailable
standard,Ordinary Time/6/Wednesday/II,337,gospel,Mark 8:22-26,Jesus and the disciples came to Bethsaida.,"At that time,","And they came to Beth-saida. And some people brought to him a blind man, and begged him to touch him.",22. Jesus and the disciples came to Bethsaida.,verse_number_in_rendered
standard,Ordinary Time/6/Thursday/I,338,gospel,Mark 8:27-33,Jesus went with his disciples,"At that time,","And Jesus went on with his disciples, to the villages of Caesarea Philippi; and on the way he asked his disciples, ""Who do men say that I am?""",27. Jesus went with his disciples,verse_number_in_rendered
standard,Ordinary Time/6/Thursday/I,338,gospel,Mark 8:27-33,Jesus went with his disciples,"At that time,","And Jesus went on with his disciples, to the villages of Caesarea Philippi; and on the way he asked his disciples, ""Who do men say that I am?""",27. Jesus went with his disciples,verse_number_in_rendered
