source,day_label,lect_num,type,reference,csv_incipit,derived_incipit,db_first_verse,rendered_first_line,problems
standard,Ordinary Time/5/Thursday/II,332,first_reading,1 Kings 11:4-13,The Lord God had created the man and put him in the garden.,,"For when Solomon was old his wives turned away his heart after other gods; and his heart was not wholly true to the LORD his God, as was the heart of David his father.",4. The Lord God had created the man and put him in the garden.,verse_number_in_rendered
standard,Ordinary Time/5/Thursday/II,332,gospel,Mark 7:24-30,Jesus set out and went away to the region of Tyre and Sidon.,"At that time,","And from there he arose and went away to the region of Tyre and Sidon.  And he entered a house, and would not have any one know it; yet he could not be hid.",24. Jesus set out and went away to the region of Tyre and Sidon.,verse_number_in_rendered
standard,Ordinary Time/5/Friday/I,333,first_reading,Gen 3:1-8,The serpent was more crafty than any other wild animal,"In the beginning,","Now the serpent was more subtle than any other wild creature that the LORD God had made. He said to the woman, ""Did God say, 'You shall not eat of any tree of the garden'?""",1. The serpent was more crafty than any other wild animal,
standard,Ordinary Time/5/Friday/I,333,gospel,Mark 7:31-37,"Jesus returned from the region of Tyre,","At that time,","Then he returned from the region of Tyre, and went through Sidon to the Sea of Galilee, through the region of the Decapolis.","31. Jesus returned from the region of Tyre,",verse_number_in_rendered
standard,Ordinary Time/5/Friday/II,333,first_reading,1 Kings 11:29-32; 12.19,The serpent was more crafty than any other wild animal,,"And at that time, when Jeroboam went out of Jerusalem, the prophet Ahijah the Shilonite found him on the road. Now Ahijah had clad himself with a new garment; and the two of them were alone in the open country.",29. The serpent was more crafty than any other wild animal,verse_number_in_rendered
standard,Ordinary Time/5/Friday/II,333,gospel,Mark 7:31-37,"Jesus returned from the region of Tyre,","At that time,","Then he returned from the region of Tyre, and went through Sidon to the Sea of Galilee, through the region of the Decapolis.","31. Jesus returned from the region of Tyre,",verse_number_in_rendered
standard,Ordinary Time/5/Saturday/I,334,first_reading,Gen 3:9-24,"After the man and the woman had sinned, they hid themselves from the presence of the Lord God. The Lord God called to the man, and said to him,","In the beginning,","But the LORD God called to the man, and said to him, ""Where are you?""","9. After the man and the woman had sinned, they hid themselves from the presence of the Lord God. The Lord God called to the man, and said to him,",verse_number_in_rendered
standard,Ordinary Time/5/Saturday/I,334,gospel,Matt 4:4,"At that time: 1. As there was a great crowd without anything to eat,","At that time,","But he answered, ""It is written, 'Man shall not live by bread alone, but by every word that proceeds from the mouth of God.'""","At that time, As there was a great crowd without anything to eat,",
standard,Ordinary Time/5/Saturday/II,334,first_reading,"1 Kgs 12:26-32, 13:33-34","In those days: 9. The Lord God called to the man, and said to him,","In those days,","And Jeroboam said in his heart, ""Now the kingdom will turn back to the house of David;","In those days, The Lord God called to the man, and said to him,",
standard,Ordinary Time/5/Saturday/II,334,gospel,Matt 4:4,"At that time: 1. As there was a great crowd without anything to eat,","At that time,","But he answered, ""It is written, 'Man shall not live by bread alone, but by every word that proceeds from the mouth of God.'""","At that time, As there was a great crowd without anything to eat,",
standard,Ordinary Time/6/Sunday/A,,first_reading,Sir 15:15-20,,"My son,","If you will, you can keep the commandments,","My son: If you will, you can keep the commandments,",
standard,Ordinary Time/6/Sunday/A,,gospel,Matt 5:17-37,,Jesus said to his disciples:,"""Think not that I have come to abolish the law and the prophets; I have come not to abolish them but to fulfill them.","Jesus said to his disciples: ""Think not that I have come to abolish the law and the prophets; I have come not to abolish them but to fulfill them.",
standard,Ordinary Time/6/Sunday/B,,first_reading,"Lev 13:1-2, 44-46",,The LORD said to Moses:,"The LORD said to Moses and Aaron,","1. The LORD said to Moses and Aaron,",
standard,Ordinary Time/6/Sunday/B,,gospel,Mark 1:40-45,,"At that time,","And a leper came to him beseeching him, and kneeling said to him, ""If you will, you can make me clean.""","At that time: A leper came to him beseeching him, and kneeling said to him, ""If you will, you can make me clean.""",
standard,Ordinary Time/6/Sunday/C,,first_reading,Jer 17:5-8,,Thus says the LORD:,"Thus says the LORD: ""Cursed is the man who trusts in man and makes flesh his arm, whose heart turns away from the LORD.","5. Thus says the LORD: ""Cursed is the man who trusts in man and makes flesh his arm, whose heart turns away from the LORD.",raw_verse_conjunction:thus; verse_number_in_rendered
standard,Ordinary Time/6/Sunday/C,,gospel,"Luke 6:17, 20-26",,"At that time,","And he came down with them and stood on a level place, with a great crowd of his disciples and a great multitude of people from all Judea and Jerusalem and the seacoast of Tyre and Sidon, who came to hear him and to be healed of their diseases;","At that time: He came down with them and stood on a level place, with a great crowd of his disciples and a great multitude of people from all Judea and Jerusalem and the seacoast of Tyre and Sidon, who came to hear him and to be healed of their diseases;",pronoun_after_incipit:he
standard,Ordinary Time/6/Monday/I,335,first_reading,"Gen 4:1-15, 25","Now the man knew his wife Eve,","In the beginning,","Now Adam knew Eve his wife, and she conceived and bore Cain, saying, ""I have gotten a man with the help of the LORD.""","Now the man knew his wife Eve,",
standard,Ordinary Time/6/Monday/I,335,gospel,Mark 8:11-13,"The Pharisees came to Jesus and began to argue with him,","At that time,","The Pharisees came and began to argue with him, seeking from him a sign from heaven, to test him.","11. The Pharisees came to Jesus and began to argue with him,",verse_number_in_rendered
standard,Ordinary Time/6/Monday/II,335,first_reading,James 1:1-11,"From James,",,[NO_CHAPTER: Jas 1],Reading text unavailable for James 1:1-11.,text_unavailable
standard,Ordinary Time/6/Monday/II,335,gospel,Mark 8:11-13,"The Pharisees came to Jesus and began to argue with him,","At that time,","The Pharisees came and began to argue with him, seeking from him a sign from heaven, to test him.","11. The Pharisees came to Jesus and began to argue with him,",verse_number_in_rendered
standard,Ordinary Time/6/Tuesday/I,336,first_reading,"Gen 6:5-8; 7.1-5, 10",The Lord saw,"In the beginning,","The LORD saw that the wickedness of man was great in the earth, and that every imagination of the thoughts of his heart was only evil continually.",5. The Lord saw,verse_number_in_rendered
standard,Ordinary Time/6/Tuesday/I,336,gospel,Mark 8:14-21,At that time: 180. SIXTH WEEK IN ORDINARY TIME – YEAR I,"At that time,",Now they had forgotten to bring bread; and they had only one loaf with them in the boat.,"At that time, SIXTH WEEK IN ORDINARY TIME – YEAR I",
standard,Ordinary Time/6/Tuesday/II,336,first_reading,James 1:12-18,Blessed is anyone who endures temptation.,,[NO_CHAPTER: Jas 1],Reading text unavailable for James 1:12-18.,text_unavailable
standard,Ordinary Time/6/Tuesday/II,336,gospel,Mark 8:14-21,At that time: 180. SIXTH WEEK IN ORDINARY TIME – YEAR I,"At that time,",Now they had forgotten to bring bread; and they had only one loaf with them in the boat.,"At that time, SIXTH WEEK IN ORDINARY TIME – YEAR I",
standard,Ordinary Time/6/Wednesday/I,337,first_reading,"Gen 8:6-13, 20-22",At the end of forty days,"In the beginning,","At the end of forty days Noah opened the window of the ark which he had made,",6. At the end of forty days,verse_number_in_rendered
standard,Ordinary Time/6/Wednesday/I,337,gospel,Mark 8:22-26,Jesus and the disciples came to Bethsaida.,"At that time,","And they came to Beth-saida. And some people brought to him a blind man, and begged him to touch him.",22. Jesus and the disciples came to Bethsaida.,verse_number_in_rendered
standard,Ordinary Time/6/Wednesday/II,337,first_reading,James 1:19-27,"You must understand this, my beloved:",,[NO_CHAPTER: Jas 1],Reading text unavailable for James 1:19-27.,text_unavailable
standard,Ordinary Time/6/Wednesday/II,337,gospel,Mark 8:22-26,Jesus and the disciples came to Bethsaida.,"At that time,","And they came to Beth-saida. And some people brought to him a blind man, and begged him to touch him.",22. Jesus and the disciples came to Bethsaida.,verse_number_in_rendered
standard,Ordinary Time/6/Thursday/I,338,first_reading,Gen 9:1-13,"Noah left the ark with his wife and his sons and his sons' wives, and offered a burnt offering to the Lord. God blessed Noah and his sons, and said to them,","In the beginning,","And God blessed Noah and his sons, and said to them, ""Be fruitful and multiply, and fill the earth.","1. Noah left the ark with his wife and his sons and his sons' wives, and offered a burnt offering to the Lord. God blessed Noah and his sons, and said to them,",
standard,Ordinary Time/6/Thursday/I,338,gospel,Mark 8:27-33,Jesus went with his disciples,"At that time,","And Jesus went on with his disciples, to the villages of Caesarea Philippi; and on the way he asked his disciples, ""Who do men say that I am?""",27. Jesus went with his disciples,verse_number_in_rendered
standard,Ordinary Time/6/Thursday/I,338,first_reading,Gen 9:1-13,"Noah left the ark with his wife and his sons and his sons' wives, and offered a burnt offering to the Lord. God blessed Noah and his sons, and said to them,","In the beginning,","And God blessed Noah and his sons, and said to them, ""Be fruitful and multiply, and fill the earth.","1. Noah left the ark with his wife and his sons and his sons' wives, and offered a burnt offering to the Lord. God blessed Noah and his sons, and said to them,",
standard,Ordinary Time/6/Thursday/I,338,gospel,Mark 8:27-33,Jesus went with his disciples,"At that time,","And Jesus went on with his disciples, to the villages of Caesarea Philippi; and on the way he asked his disciples, ""Who do men say that I am?""",27. Jesus went with his disciples,verse_number_in_rendered
standard,Ordinary Time/6/Thursday/II,338,first_reading,James 2:1-9,"My brothers and sisters,",,[NO_CHAPTER: Jas 2],Reading text unavailable for James 2:1-9.,text_unavailable
standard,Ordinary Time/6/Thursday/II,338,gospel,Mark 8:27-33,Jesus went with his disciples,"At that time,","And Jesus went on with his disciples, to the villages of Caesarea Philippi; and on the way he asked his disciples, ""Who do men say that I am?""",27. Jesus went with his disciples,verse_number_in_rendered
standard,Ordinary Time/6/Friday/I,339,first_reading,Gen 11:1-9,The whole earth had one language and the same words.,"In the beginning,",Now the whole earth had one language and few words.,1. The whole earth had one language and the same words.,
standard,Ordinary Time/6/Friday/I,339,gospel,Mark 8:34-38 - 9.1,"Jesus called the crowd with his disciples, and said to them,","At that time,","And he called to him the multitude with his disciples, and said to them, ""If any man would come after me, let him deny himself and take up his cross and follow me.",Reading text unavailable for Mark 8:34-38 - 9.1.,text_unavailable
standard,Ordinary Time/6/Friday/II,339,first_reading,"James 2:14-24, 26","What good is it, my brothers and sisters,",,[NO_CHAPTER: Jas 2],"Reading text unavailable for James 2:14-24, 26.",text_unavailable
standard,Ordinary Time/6/Friday/II,339,gospel,Mark 8:34-38 - 9.1,"Jesus called the crowd with his disciples, and said to them,","At that time,","And he called to him the multitude with his disciples, and said to them, ""If any man would come after me, let him deny himself and take up his cross and follow me.",Reading text unavailable for Mark 8:34-38 - 9.1.,text_unavailable
standard,Ordinary Time/6/Saturday/I,340,first_reading,Heb 11:1-7,"Faith is the assurance of things hoped for,",Brethren:,"Now faith is the assurance of things hoped for, the conviction of things not seen.","1. Faith is the assurance of things hoped for,",
standard,Ordinary Time/6/Saturday/I,340,gospel,Mark 9:6,"At that time: 2. Jesus took with him Peter and James and John,","At that time,","For he did not know what to say, for they were exceedingly afraid.","At that time, Jesus took with him Peter and James and John,",
standard,Ordinary Time/6/Saturday/II,340,first_reading,James 3:1-10,"Not many of you should become teachers,",,[NO_CHAPTER: Jas 3],Reading text unavailable for James 3:1-10.,text_unavailable
standard,Ordinary Time/6/Saturday/II,340,gospel,Mark 9:2-13,"Jesus took with him Peter and James and John,","At that time,","And after six days Jesus took with him Peter and James and John, and led them up a high mountain apart by themselves; and he was transfigured before them,","2. Jesus took with him Peter and James and John,",verse_number_in_rendered
standard,Ordinary Time/7/Sunday/A,,first_reading,"Lev 19:1-2, 17-18",,The LORD said to Moses:,"And the LORD said to Moses,","1. And the LORD said to Moses,",raw_verse_conjunction:and
standard,Ordinary Time/7/Sunday/A,,gospel,Matt 5:38-48,,Jesus said to his disciples:,"""You have heard that it was said, 'An eye for an eye and a tooth for a tooth.'","Jesus said to his disciples: ""You have heard that it was said, 'An eye for an eye and a tooth for a tooth.'",
standard,Ordinary Time/7/Sunday/B,,first_reading,"Isa 43:18-19, 21-22, 24b-25",,Thus says the LORD:,"""Remember not the former things, nor consider the things of old.","Thus says the LORD: ""Remember not the former things, nor consider the things of old.",
standard,Ordinary Time/7/Sunday/B,,gospel,Mark 2:1-12,,"At that time,","And when he returned to Caperna-um after some days, it was reported that he was at home.","At that time: When he returned to Caperna-um after some days, it was reported that he was at home.",
standard,Ordinary Time/7/Sunday/C,,first_reading,"1 Sam 26:2, 7-9, 12-13, 22-23",,"In those days,","So Saul arose and went down to the wilderness of Ziph, with three thousand chosen men of Israel, to seek David in the wilderness of Ziph.","2. So Saul arose and went down to the wilderness of Ziph, with three thousand chosen men of Israel, to seek David in the wilderness of Ziph.",raw_verse_conjunction:so; verse_number_in_rendered
standard,Ordinary Time/7/Sunday/C,,gospel,Luke 6:27-38,,"At that time,","""But I say to you that hear, Love your enemies, do good to those who hate you,","At that time: ""But I say to you that hear, Love your enemies, do good to those who hate you,",
standard,Ordinary Time/7/Monday/I,341,first_reading,Sir 1:1-10,"All wisdom is from the Lord,","My son,",All wisdom comes from the Lord and is with him for ever.,"1. All wisdom is from the Lord,",
standard,Ordinary Time/7/Monday/I,341,gospel,Mark 9:14-29,"At that time: 14. When they came to the disciples,","At that time,","And when they came to the disciples, they saw a great crowd about them, and scribes arguing with them.","At that time, When they came to the disciples,",
standard,Ordinary Time/7/Monday/II,341,first_reading,James 3:13-18,"Brothers and sisters, who is wise and understanding among you?",,[NO_CHAPTER: Jas 3],Reading text unavailable for James 3:13-18.,text_unavailable
standard,Ordinary Time/7/Monday/II,341,gospel,Mark 9:14-29,"At that time: 14. When they came to the disciples,","At that time,","And when they came to the disciples, they saw a great crowd about them, and scribes arguing with them.","At that time, When they came to the disciples,",
standard,Ordinary Time/7/Tuesday/I,342,first_reading,Sir 2:1-11,"My child,","My son,","My son, if you come forward to serve the Lord, prepare yourself for temptation.","My child,",
standard,Ordinary Time/7/Tuesday/I,342,gospel,Mark 9:30-37,Jesus and the disciples passed through Galilee.,"At that time,",They went on from there and passed through Galilee. And he would not have any one know it;,30. Jesus and the disciples passed through Galilee.,verse_number_in_rendered
standard,Ordinary Time/7/Tuesday/II,342,first_reading,James 4:1-10,"Beloved, those conflicts and disputes among you,",,[NO_CHAPTER: Jas 4],Reading text unavailable for James 4:1-10.,text_unavailable
standard,Ordinary Time/7/Tuesday/II,342,gospel,Mark 9:30-37,Jesus and the disciples passed through Galilee.,"At that time,",They went on from there and passed through Galilee. And he would not have any one know it;,30. Jesus and the disciples passed through Galilee.,verse_number_in_rendered
standard,Ordinary Time/7/Wednesday/I,343,first_reading,Sir 4:11-19,Wisdom teaches her children,"My son,",Wisdom exalts her sons and gives help to those who seek her.,11. Wisdom teaches her children,verse_number_in_rendered
standard,Ordinary Time/7/Wednesday/I,343,gospel,Mark 9:38-40,"John, one of the disciples, said to Jesus,","At that time,","John said to him, ""Teacher, we saw a man casting out demons in your name,  and we forbade him, because he was not following us.""","38. John, one of the disciples, said to Jesus,",verse_number_in_rendered
standard,Ordinary Time/7/Wednesday/II,343,first_reading,James 4:13-17,"Come now, you who say,",,[NO_CHAPTER: Jas 4],Reading text unavailable for James 4:13-17.,text_unavailable
standard,Ordinary Time/7/Wednesday/II,343,gospel,Mark 9:38-40,"John, one of the disciples, said to Jesus,","At that time,","John said to him, ""Teacher, we saw a man casting out demons in your name,  and we forbade him, because he was not following us.""","38. John, one of the disciples, said to Jesus,",verse_number_in_rendered
standard,Ordinary Time/7/Thursday/I,344,first_reading,Sir 5:1-8,"Do not rely on your wealth,","My son,","Do not set your heart on your wealth, nor say, ""I have enough.""","1. Do not rely on your wealth,",
standard,Ordinary Time/7/Thursday/I,344,gospel,Mark 9:41-50,Jesus said to the disciples:,"At that time,","For truly, I say to you, whoever gives you a cup of water to drink because you bear the name of Christ, will by no means lose his reward.",Jesus said to the disciples:,
standard,Ordinary Time/7/Thursday/II,344,first_reading,James 5:1-6,"Come now, you rich people,",,[NO_CHAPTER: Jas 5],Reading text unavailable for James 5:1-6.,text_unavailable
standard,Ordinary Time/7/Thursday/II,344,gospel,Mark 9:41-50,Jesus said to the disciples:,"At that time,","For truly, I say to you, whoever gives you a cup of water to drink because you bear the name of Christ, will by no means lose his reward.",Jesus said to the disciples:,
standard,Ordinary Time/7/Friday/I,345,first_reading,Sir 6:5-17,"My child, pleasant speech multiplies friends,","My son,","A pleasant voice multiplies friends,","My child, pleasant speech multiplies friends,",
standard,Ordinary Time/7/Friday/I,345,gospel,Mark 10:1-12,Jesus continued his journey,"At that time,","And he left there and went to the region of Judea and beyond the Jordan, and crowds gathered to him again; and again, as his custom was, he taught them.",1. Jesus continued his journey,
standard,Ordinary Time/7/Friday/II,345,first_reading,James 5:9-12,"Beloved,",,[NO_CHAPTER: Jas 5],Reading text unavailable for James 5:9-12.,text_unavailable
standard,Ordinary Time/7/Friday/II,345,gospel,Mark 10:1-12,Jesus continued his journey,"At that time,","And he left there and went to the region of Judea and beyond the Jordan, and crowds gathered to him again; and again, as his custom was, he taught them.",1. Jesus continued his journey,
standard,Ordinary Time/7/Saturday/I,346,first_reading,Sir 17:1-15,"My son: 1. The Lord created human beings out of earth,","My son,","The Lord created man out of earth, and turned him back to it again.","My son: The Lord created human beings out of earth,",
standard,Ordinary Time/7/Saturday/I,346,gospel,Mark 10:13-16,At that time: 13. People were bringing little children to Jesus,"At that time,","And they were bringing children to him, that he might touch them; and the disciples rebuked them.","At that time, People were bringing little children to Jesus",
standard,Ordinary Time/7/Saturday/II,346,first_reading,James 5:13-20,"My brothers and sisters,",,[NO_CHAPTER: Jas 5],Reading text unavailable for James 5:13-20.,text_unavailable
standard,Ordinary Time/7/Saturday/II,346,gospel,Mark 10:13-16,At that time: 13. People were bringing little children to Jesus,"At that time,","And they were bringing children to him, that he might touch them; and the disciples rebuked them.","At that time, People were bringing little children to Jesus",
standard,Ordinary Time/8/Sunday/A,,first_reading,Isa 49:14-15,,Thus says the LORD:,"But Zion said, ""The LORD has forsaken me, my Lord has forgotten me.""","Thus says the LORD: Zion said, ""The LORD has forsaken me, my Lord has forgotten me.""",
standard,Ordinary Time/8/Sunday/A,,gospel,Matt 6:24-34,,Jesus said to his disciples:,"""No one can serve two masters; for either he will hate the one and love the other, or he will be devoted to the one and despise the other. You cannot serve God and mammon.","Jesus said to his disciples: ""No one can serve two masters; for either he will hate the one and love the other, or he will be devoted to the one and despise the other. You cannot serve God and mammon.",
standard,Ordinary Time/8/Sunday/B,,first_reading,"Hos 2:16b, 17b, 21-22",,Thus says the LORD:,"""And in that day, says the LORD, you will call me, 'My husband,' and no longer will you call me, 'My Baal.'",Thus says the LORD: ',
standard,Ordinary Time/8/Sunday/B,,gospel,Mark 2:18-22,,"At that time,","Now John's disciples and the Pharisees were fasting; and people came and said to him, ""Why do John's disciples and the disciples of the Pharisees fast, but your disciples do not fast?""","At that time: John's disciples and the Pharisees were fasting; and people came and said to him, ""Why do John's disciples and the disciples of the Pharisees fast, but your disciples do not fast?""",
standard,Ordinary Time/8/Sunday/C,,first_reading,Sir 27:4-7,,"My son,","When a sieve is shaken, the refuse remains; so a man's filth remains in his thoughts.","My son: When a sieve is shaken, the refuse remains; so a man's filth remains in his thoughts.",
standard,Ordinary Time/8/Sunday/C,,gospel,Luke 6:39-45,,"At that time,","He also told them a parable: ""Can a blind man lead a blind man? Will they not both fall into a pit?","39. He also told them a parable: ""Can a blind man lead a blind man? Will they not both fall into a pit?",raw_verse_pronoun:he; verse_number_in_rendered
standard,Ordinary Time/8/Monday/I,347,first_reading,"Sir 17:24-27, 29","To those who repent God grants a return,","My son,","Yet to those who repent he grants a return, and he encourages those whose endurance is failing.","24. To those who repent God grants a return,",verse_number_in_rendered
standard,Ordinary Time/8/Monday/I,347,gospel,Mark 10:17-27,"As Jesus was setting out on a journey,","At that time,","And as he was setting out on his journey, a man ran up and knelt before him, and asked him, ""Good Teacher, what must I do to inherit eternal life?""","17. As Jesus was setting out on a journey,",verse_number_in_rendered
standard,Ordinary Time/8/Monday/II,347,first_reading,1 Peter 1:3-9,"To those who repent God grants a return,",,"Blessed be the God and Father of our Lord Jesus Christ! By his great mercy we have been born anew to a living hope through the resurrection of Jesus Christ from the dead,","3. To those who repent God grants a return,",verse_number_in_rendered
standard,Ordinary Time/8/Monday/II,347,gospel,Mark 10:17-27,"As Jesus was setting out on a journey,","At that time,","And as he was setting out on his journey, a man ran up and knelt before him, and asked him, ""Good Teacher, what must I do to inherit eternal life?""","17. As Jesus was setting out on a journey,",verse_number_in_rendered
standard,Ordinary Time/8/Tuesday/I,348,first_reading,Sir 35:1-15,The one who keeps the law makes many offerings;,"My son,",He who keeps the law makes many offerings; he who heeds the commandments sacrifices a peace offering.,1. The one who keeps the law makes many offerings;,
standard,Ordinary Time/8/Tuesday/I,348,gospel,Mark 10:28-31,"Peter began to say to Jesus,","At that time,","Peter began to say to him, ""Lo, we have left everything and followed you.""","28. Peter began to say to Jesus,",verse_number_in_rendered
standard,Ordinary Time/8/Tuesday/II,348,first_reading,1 Peter 1:10-16,The one who keeps the law makes many offerings;,,The prophets who prophesied of the grace that was to be yours searched and inquired about this salvation;,10. The one who keeps the law makes many offerings;,verse_number_in_rendered
standard,Ordinary Time/8/Tuesday/II,348,gospel,Mark 10:28-31,"Peter began to say to Jesus,","At that time,","Peter began to say to him, ""Lo, we have left everything and followed you.""","28. Peter began to say to Jesus,",verse_number_in_rendered
standard,Ordinary Time/8/Wednesday/I,349,first_reading,"Sir 36:1-2, 5-6, 13-22","Have mercy upon us, O God of all,","My son,","Have mercy upon us, O Lord, the God of all, and look upon us,","1. Have mercy upon us, O God of all,",
standard,Ordinary Time/8/Wednesday/I,349,gospel,Mark 10:32-45,"Jesus and the disciples were on the road, going up to Jerusalem,","At that time,","And they were on the road, going up to Jerusalem, and Jesus was walking ahead of them; and they were amazed, and those who followed were afraid. And taking the twelve again, he began to tell them what was to happen to him,","32. Jesus and the disciples were on the road, going up to Jerusalem,",verse_number_in_rendered
standard,Ordinary Time/8/Wednesday/II,349,first_reading,1 Peter 1:18-25,"Have mercy upon us, O God of all,",,"You know that you were ransomed from the futile ways inherited from your fathers, not with perishable things such as silver or gold,","18. Have mercy upon us, O God of all,",verse_number_in_rendered
standard,Ordinary Time/8/Wednesday/II,349,gospel,Mark 10:32-45,"Jesus and the disciples were on the road, going up to Jerusalem,","At that time,","And they were on the road, going up to Jerusalem, and Jesus was walking ahead of them; and they were amazed, and those who followed were afraid. And taking the twelve again, he began to tell them what was to happen to him,","32. Jesus and the disciples were on the road, going up to Jerusalem,",verse_number_in_rendered
standard,Ordinary Time/8/Thursday/I,350,first_reading,Sir 42:15-25,"I will now call to mind the works of the Lord,","My son,","I will now call to mind the works of the Lord,and will declare what I have seen. By the words of the Lord his works are done.","15. I will now call to mind the works of the Lord,",verse_number_in_rendered
standard,Ordinary Time/8/Thursday/I,350,gospel,Mark 10:46-52,At that time: 46. Jesus and his disciples came to Jericho.,"At that time,","And they came to Jericho; and as he was leaving Jericho with his disciples and a great multitude, Bartimaeus, a blind beggar, the son of Timaeus, was sitting by the roadside.","At that time, Jesus and his disciples came to Jericho.",
standard,Ordinary Time/8/Thursday/II,350,first_reading,"1 Peter 2:2-5, 9-12","I will now call to mind the works of the Lord,",,"Like newborn babes, long for the pure spiritual milk, that by it you may grow up to salvation;","2. I will now call to mind the works of the Lord,",verse_number_in_rendered
standard,Ordinary Time/8/Thursday/II,350,gospel,Mark 10:46-52,At that time: 46. Jesus and his disciples came to Jericho.,"At that time,","And they came to Jericho; and as he was leaving Jericho with his disciples and a great multitude, Bartimaeus, a blind beggar, the son of Timaeus, was sitting by the roadside.","At that time, Jesus and his disciples came to Jericho.",
standard,Ordinary Time/8/Friday/I,351,first_reading,"Sir 44:1, 8-13","Let us now sing the praises of famous men,","My son,","Let us now praise famous men, and our fathers in their generations.","1. Let us now sing the praises of famous men,",
standard,Ordinary Time/8/Friday/I,351,gospel,Mark 11:11-25,At that time: 11. Jesus went into the temple;,"At that time,","And he entered Jerusalem, and went into the temple; and when he had looked round at everything, as it was already late, he went out to Bethany with the twelve.","At that time, Jesus went into the temple;",
standard,Ordinary Time/8/Friday/II,351,first_reading,1 Peter 4:7-13,"Let us now sing the praises of famous men,",,The end of all things is at hand; therefore keep sane and sober for your prayers.,"7. Let us now sing the praises of famous men,",verse_number_in_rendered
standard,Ordinary Time/8/Friday/II,351,gospel,Mark 11:11-25,At that time: 11. Jesus went into the temple;,"At that time,","And he entered Jerusalem, and went into the temple; and when he had looked round at everything, as it was already late, he went out to Bethany with the twelve.","At that time, Jesus went into the temple;",
standard,Ordinary Time/8/Saturday/I,352,first_reading,Sirach 51:12-20,"I thank you and praise you, O God my saviour,",,"for thou didst save me from destructionand rescue me from an evil plight.Therefore I will give thanks to thee and praise thee, and I will bless the name of the Lord.","12. I thank you and praise you, O God my saviour,",verse_number_in_rendered
standard,Ordinary Time/8/Saturday/I,352,gospel,Mark 11:27-33,At that time: 27. Jesus and the disciples came to Jerusalem.,"At that time,","And they came again to Jerusalem. And as he was walking in the temple, the chief priests and the scribes and the elders came to him,","At that time, Jesus and the disciples came to Jerusalem.",
standard,Ordinary Time/8/Saturday/II,352,first_reading,Jude 17-25,"Beloved brothers and sisters,",Beloved:,[PARSE_ERROR],Reading text unavailable for Jude 17-25.,text_unavailable
standard,Ordinary Time/8/Saturday/II,352,gospel,Mark 11:27-33,At that time: 27. Jesus and the disciples came to Jerusalem.,"At that time,","And they came again to Jerusalem. And as he was walking in the temple, the chief priests and the scribes and the elders came to him,","At that time, Jesus and the disciples came to Jerusalem.",
standard,Ordinary Time/9/Sunday/A,,first_reading,"Deut 11:18, 26-28, 32","MOSES told the people, ""Take these words of mine into your heart and soul.",Moses said to the people:,"""You shall therefore lay up these words of mine in your heart and in your soul; and you shall bind them as a sign upon your hand, and they shall be as frontlets between your eyes.","18. MOSES told the people, ""Take these words of mine into your heart and soul.",verse_number_in_rendered
standard,Ordinary Time/9/Sunday/A,,gospel,Matt 7:21-27,,Jesus said to his disciples:,"""Not every one who says to me, 'Lord, Lord,' shall enter the kingdom of heaven, but he who does the will of my Father who is in heaven.","Jesus said to his disciples: ""Not every one who says to me, 'Lord, Lord,' shall enter the kingdom of heaven, but he who does the will of my Father who is in heaven.",
standard,Ordinary Time/9/Sunday/B,,first_reading,Deut 5:12-15,"THUS says the Lord: ""Take care to keep holy the sabbath day",Moses said to the people:,"""'Observe the sabbath day, to keep it holy, as the LORD your God commanded you.","THUS says the Lord: ""Take care to keep holy the sabbath day",
standard,Ordinary Time/9/Sunday/B,,gospel,Mark 2:23-3:6,,"At that time,",One sabbath he was going through the grainfields; and as they made their way his disciples began to pluck heads of grain.,At that time: One sabbath he was going through the grainfields; and as they made their way his disciples began to pluck heads of grain.,
standard,Ordinary Time/9/Sunday/C,,first_reading,1 Kgs 8:41-43,,"In those days,","""Likewise when a foreigner, who is not of thy people Israel, comes from a far country for thy name's sake","In those days: ""Likewise when a foreigner, who is not of thy people Israel, comes from a far country for thy name's sake",
standard,Ordinary Time/9/Sunday/C,,gospel,Luke 7:1-10,,"At that time,",After he had ended all his sayings in the hearing of the people he entered Caperna-um.,At that time: After he had ended all his sayings in the hearing of the people he entered Caperna-um.,
standard,Ordinary Time/9/Monday/I,353,first_reading,"Tobit 1:1ad, 2a, 3, 17; 2.1-8","Who in the days of King Shalmaneser of the Assyrians,",,"The book of the acts   of Tobit the son of Tobiel, son of Ananiel, son of Aduel, son of Gabael, of the descendants of Asiel and the tribe of Naphtali,","1. Who in the days of King Shalmaneser of the Assyrians,",raw_verse_pronoun:who
standard,Ordinary Time/9/Monday/I,353,gospel,Mark 12:1-12,Jesus began to speak to the high priests and the scribes in parables.,"At that time,","And he began to speak to them in parables. ""A man planted a vineyard, and set a hedge around it, and dug a pit for the wine press, and built a tower, and let it out to tenants, and went into another country.",1. Jesus began to speak to the high priests and the scribes in parables.,
standard,Ordinary Time/9/Monday/II,353,first_reading,2 Peter 1:1-7,"Who in the days of King Shalmaneser of the Assyrians,",,"Simon Peter, a servant and apostle of Jesus Christ, To those who have obtained a faith of equal standing with ours in the righteousness of our God and Savior Jesus Christ:","1. Who in the days of King Shalmaneser of the Assyrians,",raw_verse_pronoun:who
