row,season,week,day,weekday_cycle,sunday_cycle,lectionary_number,type,reference,first_verse_text,current_incipit,flag_reason
2,Advent,1,Sunday,,B,,first_reading,"Isa 63:16b-17, 19b; 64:2-7","For thou art our Father, though Abraham does not know us and Israel does not acknowledge us; thou, O LORD, art our Father, our Redeemer from of old is thy name.","YOU, Lord, are our father",starts_with_conjunction:for
2,Advent,1,Sunday,,B,,gospel,Mark 13:33-37,[VERSE_NOT_FOUND: Mark 13:33],"JESUS said to his disciples ""Be watchful! Be alert!",extraction_failed
7,Advent,1,Wednesday,I/II,,177,gospel,Matt 15.29-37,"And Jesus went on from there and passed along the Sea of Galilee. And he went up on the mountain, and sat down there.",After Jesus had left Tyre and Sidon,starts_with_conjunction:and
9,Advent,1,Friday,I/II,,179,gospel,Matt 9.27-31,"And as Jesus passed on from there, two blind men followed him, crying aloud, ""Have mercy on us, Son of David.""",As Jesus went on from his own village,starts_with_conjunction:and
17,Advent,2,Thursday,I/II,,184,first_reading,Isa 41.13-20,"For I, the LORD your God, hold your right hand; it is I who say to you, ""Fear not, I will help you.""","Thus says the Lord ""I, the Lord your God",starts_with_conjunction:for
18,Advent,2,Friday,I/II,,185,first_reading,Isa 48.17-19,"Thus says the LORD, your Redeemer, the Holy One of Israel: ""I am the LORD your God, who teaches you to profit, who leads you in the way you should go.","Thus says the Lord, your Redeemer, the Holy One of Israel",starts_with_conjunction:thus
20,Advent,3,Sunday,,A,,gospel,Matt 11:2-11,"Now when John heard in prison about the deeds of the Christ, he sent word by his disciples",WHEN John the Baptist heard in prison of the works of the Christ,starts_with_conjunction:now
22,Advent,3,Sunday,,C,,gospel,Luke 3:10-18,"And the multitudes asked him, ""What then shall we do?""",THE crowds asked John the Baptist,starts_with_conjunction:and
23,Advent,3,Monday,I/II,,187,first_reading,"Numbers 24.2-7, 15-17a","And Balaam lifted up his eyes, and saw Israel encamping tribe by tribe. And the Spirit of God came upon him,",Balaam looked up and saw Israel camping tribe by tribe.,starts_with_conjunction:and
23,Advent,3,Monday,I/II,,187,gospel,Matt 21.23-27,"And when he entered the temple, the chief priests and the elders of the people came up to him as he was teaching, and said, ""By what authority are you doing these things, and who gave you this authority?""",When Jesus entered the temple,starts_with_conjunction:and
25,Advent,3,Wednesday,I/II,,189,first_reading,"Isa 45.6b-8, 18, 21b-25","that men may know, from the rising of the sun and from the west, that there is none besides me; I am the LORD, and there is no other.","Thus says the Lord ""I am the Lord, and there is no other",starts_with_pronoun:that; starts_lowercase
25,Advent,3,Wednesday,I/II,,189,gospel,Luke 7.19-23,"And John, calling to him two of his disciples, sent them to the Lord, saying, ""Are you he who is to come, or shall we look for another?""",The disciples of John the Baptist reported to him,starts_with_conjunction:and
26,Advent,3,Thursday,I/II,,190,gospel,Luke 7.24-30,"When the messengers of John had gone, he began to speak to the crowds concerning John: ""What did you go out into the wilderness to behold? A reed shaken by the wind?",When John the Baptist's messengers had gone,starts_with_conjunction:when
28,Advent,4,Sunday,,A,,first_reading,Isa 7:10-14,"Again the LORD spoke to Ahaz,","THE LORD spoke to Ahaz, saying",starts_with_conjunction:again
28,Advent,4,Sunday,,A,,gospel,Matt 1:18-24,"Now the birth of Jesus Christ  took place in this way. When his mother Mary had been betrothed to Joseph, before they came together she was found to be with child of the Holy Spirit;",THIS is how the birth of Jesus Christ came about.,starts_with_conjunction:now
29,Advent,4,Sunday,,B,,first_reading,"2 Sam 7:1-5, 8b-12, 14a, 16","Now when the king dwelt in his house, and the LORD had given him rest from all his enemies round about,",WHEN King David was settled in his palace,starts_with_conjunction:now
30,Advent,4,Sunday,,C,,first_reading,Mic 5:1-4a,Now you are walled about with a wall;  siege is laid against us; with a rod they strike upon the cheek the ruler of Israel.,"THUS says the LORD You, Bethlehem-Ephrathah",starts_with_conjunction:now
31,Advent,Dec 17-24,Friday,I/II,,191,first_reading,"Isa 56.1-3a, 6-8","Thus says the LORD: ""Keep justice, and do righteousness, for soon my salvation will come, and my deliverance be revealed.","Thus says the Lord ""Maintain justice, and do what is right",starts_with_conjunction:thus
31,Advent,Dec 17-24,Friday,I/II,,191,gospel,"John 5.16-17, 33-36","And this was why the Jews persecuted Jesus, because he did this on the sabbath.",Jesus went up to Jerusalem for the festival,starts_with_conjunction:and
32,Advent,Dec 17-24,Friday,I/II,,191,first_reading,"Isa 56.1-3a, 6-8","Thus says the LORD: ""Keep justice, and do righteousness, for soon my salvation will come, and my deliverance be revealed.","Thus says the Lord ""Maintain justice, and do what is right",starts_with_conjunction:thus
32,Advent,Dec 17-24,Friday,I/II,,191,gospel,"John 5.16-17, 33-36","And this was why the Jews persecuted Jesus, because he did this on the sabbath.",Jesus went up to Jerusalem for the festival,starts_with_conjunction:and
33,Advent,Dec 17-24,Friday,I/II,,191,first_reading,"Isa 56.1-3a, 6-8","Thus says the LORD: ""Keep justice, and do righteousness, for soon my salvation will come, and my deliverance be revealed.","Thus says the Lord ""Maintain justice, and do what is right",starts_with_conjunction:thus
33,Advent,Dec 17-24,Friday,I/II,,191,gospel,"John 5.16-17, 33-36","And this was why the Jews persecuted Jesus, because he did this on the sabbath.",Jesus went up to Jerusalem for the festival,starts_with_conjunction:and
34,Advent,Dec 17-24,Friday,I/II,,191,first_reading,"Isa 56.1-3a, 6-8","Thus says the LORD: ""Keep justice, and do righteousness, for soon my salvation will come, and my deliverance be revealed.","Thus says the Lord ""Maintain justice, and do what is right",starts_with_conjunction:thus
34,Advent,Dec 17-24,Friday,I/II,,191,gospel,"John 5.16-17, 33-36","And this was why the Jews persecuted Jesus, because he did this on the sabbath.",Jesus went up to Jerusalem for the festival,starts_with_conjunction:and
35,Advent,Dec 17-24,Friday,I/II,,191,first_reading,"Isa 56.1-3a, 6-8","Thus says the LORD: ""Keep justice, and do righteousness, for soon my salvation will come, and my deliverance be revealed.","Thus says the Lord ""Maintain justice, and do what is right",starts_with_conjunction:thus
35,Advent,Dec 17-24,Friday,I/II,,191,gospel,"John 5.16-17, 33-36","And this was why the Jews persecuted Jesus, because he did this on the sabbath.",Jesus went up to Jerusalem for the festival,starts_with_conjunction:and
36,Advent,Dec 17-24,Friday,I/II,,191,first_reading,"Isa 56.1-3a, 6-8","Thus says the LORD: ""Keep justice, and do righteousness, for soon my salvation will come, and my deliverance be revealed.","Thus says the Lord ""Maintain justice, and do what is right",starts_with_conjunction:thus
36,Advent,Dec 17-24,Friday,I/II,,191,gospel,"John 5.16-17, 33-36","And this was why the Jews persecuted Jesus, because he did this on the sabbath.",Jesus went up to Jerusalem for the festival,starts_with_conjunction:and
37,Advent,Dec 17-24,Friday,I/II,,191,first_reading,"Isa 56.1-3a, 6-8","Thus says the LORD: ""Keep justice, and do righteousness, for soon my salvation will come, and my deliverance be revealed.","Thus says the Lord ""Maintain justice, and do what is right",starts_with_conjunction:thus
37,Advent,Dec 17-24,Friday,I/II,,191,gospel,"John 5.16-17, 33-36","And this was why the Jews persecuted Jesus, because he did this on the sabbath.",Jesus went up to Jerusalem for the festival,starts_with_conjunction:and
38,Christmas,Holy Family,Sunday,,A,,first_reading,"Sir 3:2-7, 12-14","For the Lord honored the father above the children, and he confirmed the right of the mother over her sons.",GOD sets a father in honor over his children,starts_with_conjunction:for
38,Christmas,Holy Family,Sunday,,A,,gospel,"Matt 2:13-15, 19-23","Now when they had departed, behold, an angel of the Lord appeared to Joseph in a dream and said, ""Rise, take the child and his mother, and flee to Egypt, and remain there till I tell you; for Herod is about to search for the child, to destroy him.""","WHEN the magi had departed, behold",starts_with_conjunction:now
39,Christmas,Baptism of the Lord,Sunday,,A,,gospel,Matt 3:13-17,"Then Jesus came from Galilee to the Jordan to John, to be baptized by him.",JESUS came from Galilee to John at the Jordan,starts_with_conjunction:then
41,Christmas,Holy Family,Sunday,,B,,first_reading,"Sir 3:2-7, 12-14","For the Lord honored the father above the children, and he confirmed the right of the mother over her sons.",GOD sets a father in honor over his children,starts_with_conjunction:for
41,Christmas,Holy Family,Sunday,,B,,gospel,"Luke 2:22-40 or 2:22, 39-40","And when they had performed everything according to the law of the Lord, they returned into Galilee, to their own city, Nazareth.",WHEN the days were completed for their purification,starts_with_conjunction:and
42,Christmas,Holy Family,Sunday,,B,,gospel,"Luke 2:22-40 or 2:22, 39-40","And when they had performed everything according to the law of the Lord, they returned into Galilee, to their own city, Nazareth.",WHEN the days were completed for their purification,starts_with_conjunction:and
43,Christmas,Baptism of the Lord,Sunday,,B,,gospel,Mark 1:7-11,"And he preached, saying, ""After me comes he who is mightier than I, the thong of whose sandals I am not worthy to stoop down and untie.",THIS is what he proclaimed,starts_with_conjunction:and
44,Christmas,Baptism of the Lord,Sunday,,B,,gospel,Mark 1:7-11,"And he preached, saying, ""After me comes he who is mightier than I, the thong of whose sandals I am not worthy to stoop down and untie.",THIS is what John the Baptist proclaimed,starts_with_conjunction:and
45,Christmas,Holy Family,Sunday,,C,,first_reading,"Sir 3:2-7, 12-14","For the Lord honored the father above the children, and he confirmed the right of the mother over her sons.",GOD sets a father in honor over his children,starts_with_conjunction:for
45,Christmas,Holy Family,Sunday,,C,,gospel,Luke 2:41-52,Now his parents went to Jerusalem every year at the feast of the Passover.,EACH year Jesus' parents went to Jerusalem for the feast,starts_with_conjunction:now
46,Christmas,Holy Family,Sunday,,C,,first_reading,"1 Sam 1:20-22, 24-28","and in due time Hannah conceived and bore a son, and she called his name Samuel, for she said, ""I have asked him of the LORD.""","IN those days Hannah conceived, and at the end of her term bore a son",starts_with_conjunction:and; starts_lowercase
46,Christmas,Holy Family,Sunday,,C,,gospel,Luke 2:41-52,Now his parents went to Jerusalem every year at the feast of the Passover.,EACH year Jesus' parents went to Jerusalem for the feast,starts_with_conjunction:now
67,Christmas,Octave,Saturday,I/II,,302,first_reading,: 740(9); responsorial psalm: 739(9); gospel: 742(23).,[PARSE_ERROR: : 740(9); responsorial psalm: 739(9); gospel: 742(23).],On the day of the dedication of the Temple,extraction_failed
67,Christmas,Octave,Saturday,I/II,,302,gospel,Matt 10.7-13,"And preach as you go, saying, 'The kingdom of heaven is at hand.'",Jesus sent the twelve out with the following instructions,starts_with_conjunction:and
68,Christmas,Octave,Saturday,I/II,,302,first_reading,: 740(9); responsorial psalm: 739(9); gospel: 742(23).,[PARSE_ERROR: : 740(9); responsorial psalm: 739(9); gospel: 742(23).],On the day of the dedication of the Temple,extraction_failed
68,Christmas,Octave,Saturday,I/II,,302,gospel,Matt 10.7-13,"And preach as you go, saying, 'The kingdom of heaven is at hand.'",Jesus sent the twelve out with the following instructions,starts_with_conjunction:and
69,Christmas,Octave,Saturday,I/II,,302,first_reading,: 740(9); responsorial psalm: 739(9); gospel: 742(23).,[PARSE_ERROR: : 740(9); responsorial psalm: 739(9); gospel: 742(23).],On the day of the dedication of the Temple,extraction_failed
69,Christmas,Octave,Saturday,I/II,,302,gospel,Matt 10.7-13,"And preach as you go, saying, 'The kingdom of heaven is at hand.'",Jesus sent the twelve out with the following instructions,starts_with_conjunction:and
70,Christmas,Octave,Saturday,I/II,,302,first_reading,: 740(9); responsorial psalm: 739(9); gospel: 742(23).,[PARSE_ERROR: : 740(9); responsorial psalm: 739(9); gospel: 742(23).],On the day of the dedication of the Temple,extraction_failed
70,Christmas,Octave,Saturday,I/II,,302,gospel,Matt 10.7-13,"And preach as you go, saying, 'The kingdom of heaven is at hand.'",Jesus sent the twelve out with the following instructions,starts_with_conjunction:and
71,Christmas,Octave,Saturday,I/II,,302,first_reading,: 740(9); responsorial psalm: 739(9); gospel: 742(23).,[PARSE_ERROR: : 740(9); responsorial psalm: 739(9); gospel: 742(23).],On the day of the dedication of the Temple,extraction_failed
71,Christmas,Octave,Saturday,I/II,,302,gospel,Matt 10.7-13,"And preach as you go, saying, 'The kingdom of heaven is at hand.'",Jesus sent the twelve out with the following instructions,starts_with_conjunction:and
72,Christmas,Octave,Saturday,I/II,,302,first_reading,: 740(9); responsorial psalm: 739(9); gospel: 742(23).,[PARSE_ERROR: : 740(9); responsorial psalm: 739(9); gospel: 742(23).],On the day of the dedication of the Temple,extraction_failed
72,Christmas,Octave,Saturday,I/II,,302,gospel,Matt 10.7-13,"And preach as you go, saying, 'The kingdom of heaven is at hand.'",Jesus sent the twelve out with the following instructions,starts_with_conjunction:and
73,Christmas,Octave,Saturday,I/II,,302,first_reading,: 740(9); responsorial psalm: 739(9); gospel: 742(23).,[PARSE_ERROR: : 740(9); responsorial psalm: 739(9); gospel: 742(23).],On the day of the dedication of the Temple,extraction_failed
73,Christmas,Octave,Saturday,I/II,,302,gospel,Matt 10.7-13,"And preach as you go, saying, 'The kingdom of heaven is at hand.'",Jesus sent the twelve out with the following instructions,starts_with_conjunction:and
74,Christmas,Octave,Saturday,I/II,,302,first_reading,: 740(9); responsorial psalm: 739(9); gospel: 742(23).,[PARSE_ERROR: : 740(9); responsorial psalm: 739(9); gospel: 742(23).],On the day of the dedication of the Temple,extraction_failed
74,Christmas,Octave,Saturday,I/II,,302,gospel,Matt 10.7-13,"And preach as you go, saying, 'The kingdom of heaven is at hand.'",Jesus sent the twelve out with the following instructions,starts_with_conjunction:and
75,Christmas,Octave,Saturday,I/II,,302,first_reading,: 740(9); responsorial psalm: 739(9); gospel: 742(23).,[PARSE_ERROR: : 740(9); responsorial psalm: 739(9); gospel: 742(23).],On the day of the dedication of the Temple,extraction_failed
75,Christmas,Octave,Saturday,I/II,,302,gospel,Matt 10.7-13,"And preach as you go, saying, 'The kingdom of heaven is at hand.'",Jesus sent the twelve out with the following instructions,starts_with_conjunction:and
76,Christmas,Octave,Saturday,I/II,,302,first_reading,: 740(9); responsorial psalm: 739(9); gospel: 742(23).,[PARSE_ERROR: : 740(9); responsorial psalm: 739(9); gospel: 742(23).],On the day of the dedication of the Temple,extraction_failed
76,Christmas,Octave,Saturday,I/II,,302,gospel,Matt 10.7-13,"And preach as you go, saying, 'The kingdom of heaven is at hand.'",Jesus sent the twelve out with the following instructions,starts_with_conjunction:and
77,Christmas,Octave,Saturday,I/II,,302,first_reading,: 740(9); responsorial psalm: 739(9); gospel: 742(23).,[PARSE_ERROR: : 740(9); responsorial psalm: 739(9); gospel: 742(23).],On the day of the dedication of the Temple,extraction_failed
77,Christmas,Octave,Saturday,I/II,,302,gospel,Matt 10.7-13,"And preach as you go, saying, 'The kingdom of heaven is at hand.'",Jesus sent the twelve out with the following instructions,starts_with_conjunction:and
78,Christmas,Octave,Saturday,I/II,,302,first_reading,: 740(9); responsorial psalm: 739(9); gospel: 742(23).,[PARSE_ERROR: : 740(9); responsorial psalm: 739(9); gospel: 742(23).],On the day of the dedication of the Temple,extraction_failed
78,Christmas,Octave,Saturday,I/II,,302,gospel,Matt 10.7-13,"And preach as you go, saying, 'The kingdom of heaven is at hand.'",Jesus sent the twelve out with the following instructions,starts_with_conjunction:and
79,Christmas,Octave,Saturday,I/II,,302,first_reading,: 740(9); responsorial psalm: 739(9); gospel: 742(23).,[PARSE_ERROR: : 740(9); responsorial psalm: 739(9); gospel: 742(23).],On the day of the dedication of the Temple,extraction_failed
79,Christmas,Octave,Saturday,I/II,,302,gospel,Matt 10.7-13,"And preach as you go, saying, 'The kingdom of heaven is at hand.'",Jesus sent the twelve out with the following instructions,starts_with_conjunction:and
80,Christmas,Octave,Saturday,I/II,,302,first_reading,: 740(9); responsorial psalm: 739(9); gospel: 742(23).,[PARSE_ERROR: : 740(9); responsorial psalm: 739(9); gospel: 742(23).],On the day of the dedication of the Temple,extraction_failed
80,Christmas,Octave,Saturday,I/II,,302,gospel,Matt 10.7-13,"And preach as you go, saying, 'The kingdom of heaven is at hand.'",Jesus sent the twelve out with the following instructions,starts_with_conjunction:and
81,Christmas,Octave,Saturday,I/II,,302,first_reading,: 740(9); responsorial psalm: 739(9); gospel: 742(23).,[PARSE_ERROR: : 740(9); responsorial psalm: 739(9); gospel: 742(23).],On the day of the dedication of the Temple,extraction_failed
81,Christmas,Octave,Saturday,I/II,,302,gospel,Matt 10.7-13,"And preach as you go, saying, 'The kingdom of heaven is at hand.'",Jesus sent the twelve out with the following instructions,starts_with_conjunction:and
82,Christmas,Octave,Saturday,I/II,,302,first_reading,: 740(9); responsorial psalm: 739(9); gospel: 742(23).,[PARSE_ERROR: : 740(9); responsorial psalm: 739(9); gospel: 742(23).],On the day of the dedication of the Temple,extraction_failed
82,Christmas,Octave,Saturday,I/II,,302,gospel,Matt 10.7-13,"And preach as you go, saying, 'The kingdom of heaven is at hand.'",Jesus sent the twelve out with the following instructions,starts_with_conjunction:and
83,Christmas,Octave,Saturday,I/II,,302,first_reading,: 740(9); responsorial psalm: 739(9); gospel: 742(23).,[PARSE_ERROR: : 740(9); responsorial psalm: 739(9); gospel: 742(23).],On the day of the dedication of the Temple,extraction_failed
83,Christmas,Octave,Saturday,I/II,,302,gospel,Matt 10.7-13,"And preach as you go, saying, 'The kingdom of heaven is at hand.'",Jesus sent the twelve out with the following instructions,starts_with_conjunction:and
84,Christmas,Octave,Saturday,I/II,,302,first_reading,: 740(9); responsorial psalm: 739(9); gospel: 742(23).,[PARSE_ERROR: : 740(9); responsorial psalm: 739(9); gospel: 742(23).],On the day of the dedication of the Temple,extraction_failed
84,Christmas,Octave,Saturday,I/II,,302,gospel,Matt 10.7-13,"And preach as you go, saying, 'The kingdom of heaven is at hand.'",Jesus sent the twelve out with the following instructions,starts_with_conjunction:and
85,Christmas,Octave,Saturday,I/II,,302,first_reading,: 740(9); responsorial psalm: 739(9); gospel: 742(23).,[PARSE_ERROR: : 740(9); responsorial psalm: 739(9); gospel: 742(23).],On the day of the dedication of the Temple,extraction_failed
85,Christmas,Octave,Saturday,I/II,,302,gospel,Matt 10.7-13,"And preach as you go, saying, 'The kingdom of heaven is at hand.'",Jesus sent the twelve out with the following instructions,starts_with_conjunction:and
86,Christmas,Octave,Saturday,I/II,,302,first_reading,: 740(9); responsorial psalm: 739(9); gospel: 742(23).,[PARSE_ERROR: : 740(9); responsorial psalm: 739(9); gospel: 742(23).],On the day of the dedication of the Temple,extraction_failed
86,Christmas,Octave,Saturday,I/II,,302,gospel,Matt 10.7-13,"And preach as you go, saying, 'The kingdom of heaven is at hand.'",Jesus sent the twelve out with the following instructions,starts_with_conjunction:and
87,Christmas,Octave,Saturday,I/II,,302,first_reading,: 740(9); responsorial psalm: 739(9); gospel: 742(23).,[PARSE_ERROR: : 740(9); responsorial psalm: 739(9); gospel: 742(23).],On the day of the dedication of the Temple,extraction_failed
87,Christmas,Octave,Saturday,I/II,,302,gospel,Matt 10.7-13,"And preach as you go, saying, 'The kingdom of heaven is at hand.'",Jesus sent the twelve out with the following instructions,starts_with_conjunction:and
88,Christmas,Octave,Saturday,I/II,,302,first_reading,: 740(9); responsorial psalm: 739(9); gospel: 742(23).,[PARSE_ERROR: : 740(9); responsorial psalm: 739(9); gospel: 742(23).],On the day of the dedication of the Temple,extraction_failed
88,Christmas,Octave,Saturday,I/II,,302,gospel,Matt 10.7-13,"And preach as you go, saying, 'The kingdom of heaven is at hand.'",Jesus sent the twelve out with the following instructions,starts_with_conjunction:and
89,Christmas,Octave,Saturday,I/II,,302,first_reading,: 740(9); responsorial psalm: 739(9); gospel: 742(23).,[PARSE_ERROR: : 740(9); responsorial psalm: 739(9); gospel: 742(23).],On the day of the dedication of the Temple,extraction_failed
89,Christmas,Octave,Saturday,I/II,,302,gospel,Matt 10.7-13,"And preach as you go, saying, 'The kingdom of heaven is at hand.'",Jesus sent the twelve out with the following instructions,starts_with_conjunction:and
90,Christmas,Octave,Saturday,I/II,,302,first_reading,: 740(9); responsorial psalm: 739(9); gospel: 742(23).,[PARSE_ERROR: : 740(9); responsorial psalm: 739(9); gospel: 742(23).],On the day of the dedication of the Temple,extraction_failed
90,Christmas,Octave,Saturday,I/II,,302,gospel,Matt 10.7-13,"And preach as you go, saying, 'The kingdom of heaven is at hand.'",Jesus sent the twelve out with the following instructions,starts_with_conjunction:and
91,Christmas,Christmas,Christmas Vigil,,ABC,,first_reading,Isa 62:1-5,"For Zion's sake I will not keep silent, and for Jerusalem's sake I will not rest, until her vindication goes forth as brightness, and her salvation as a burning torch.",FOR Zion's sake I will not be silent,starts_with_conjunction:for
91,Christmas,Christmas,Christmas Vigil,,ABC,,gospel,Matt 1:1-25 or Matt 1:18-25,[PARSE_ERROR: Matt 1:1-25 or Matt 1:18-25],THE book of the genealogy of Jesus Christ,extraction_failed
92,Christmas,Christmas,Christmas Midnight,,ABC,,first_reading,Isa 9:1-6,[VERSE_NOT_FOUND: Isa 9:1],THE people who walked in darkness,extraction_failed
93,Christmas,Christmas,Christmas Dawn,,ABC,,gospel,Luke 2:15-20,"When the angels went away from them into heaven, the shepherds said to one another, ""Let us go over to Bethlehem and see this thing that has happened, which the Lord has made known to us.""",WHEN the angels went away from them to heaven,starts_with_conjunction:when
95,Ordinary Time,1,Monday,I,,305,gospel,Mark 1.14-20,"Now after John was arrested, Jesus came into Galilee, preaching the gospel of God,",Now after John was arrested,starts_with_conjunction:now
96,Ordinary Time,1,Monday,I,,305,gospel,Mark 1.14-20,"Now after John was arrested, Jesus came into Galilee, preaching the gospel of God,",Now after John was arrested,starts_with_conjunction:now
104,Ordinary Time,1,Tuesday,I,,306,first_reading,Hebrews 2.5-12,"For it was not to angels that God subjected the world to come, of which we are speaking.",God did not subject the coming world,starts_with_conjunction:for
104,Ordinary Time,1,Tuesday,I,,306,gospel,Mark 1.21-28,And they went into Caperna-um; and immediately on the sabbath he entered the synagogue and taught.,Jesus and the disciples went to Capernaum,starts_with_conjunction:and
109,Ordinary Time,1,Wednesday,I,,307,first_reading,Hebrews 2.14-18,"Since therefore the children share in flesh and blood, he himself likewise partook of the same nature, that through death he might destroy him who has the power of death, that is, the devil,",Since the children share flesh and blood,starts_with_conjunction:since
109,Ordinary Time,1,Wednesday,I,,307,gospel,Mark 1.29-39,"And immediately he  left the synagogue, and entered the house of Simon and Andrew, with James and John.",As soon as Jesus and the disciples left the synagogue,starts_with_conjunction:and
110,Ordinary Time,1,Wednesday,I,,307,first_reading,Hebrews 2.14-18,"Since therefore the children share in flesh and blood, he himself likewise partook of the same nature, that through death he might destroy him who has the power of death, that is, the devil,",Since the children share flesh and blood,starts_with_conjunction:since
110,Ordinary Time,1,Wednesday,I,,307,gospel,Mark 1.29-39,"And immediately he  left the synagogue, and entered the house of Simon and Andrew, with James and John.",As soon as Jesus and the disciples left the synagogue,starts_with_conjunction:and
115,Ordinary Time,1,Thursday,I,,308,first_reading,Hebrews 3.7-14,"Therefore, as the Holy Spirit says, ""Today, when you hear his voice,","The Holy Spirit says: ""Today, if you hear his voice",starts_with_conjunction:therefore
115,Ordinary Time,1,Thursday,I,,308,gospel,Mark 1.40-45,"And a leper came to him beseeching him, and kneeling said to him, ""If you will, you can make me clean.""",A man with leprosy came to Jesus begging him,starts_with_conjunction:and
116,Ordinary Time,1,Thursday,I,,308,first_reading,Hebrews 3.7-14,"Therefore, as the Holy Spirit says, ""Today, when you hear his voice,","The Holy Spirit says: ""Today, if you hear his voice",starts_with_conjunction:therefore
116,Ordinary Time,1,Thursday,I,,308,gospel,Mark 1.40-45,"And a leper came to him beseeching him, and kneeling said to him, ""If you will, you can make me clean.""",A man with leprosy came to Jesus begging him,starts_with_conjunction:and
121,Ordinary Time,1,Friday,I,,309,first_reading,"Hebrews 4.1-5, 11","Therefore, while the promise of entering his rest remains, let us fear lest any of you be judged to have failed to reach it.",Beloved While the promise of entering God's rest is still open,starts_with_conjunction:therefore
121,Ordinary Time,1,Friday,I,,309,gospel,Mark 2.1-12,"And when he returned to Caperna-um after some days, it was reported that he was at home.",When Jesus returned to Capernaum after some days,starts_with_conjunction:and
122,Ordinary Time,1,Friday,I,,309,first_reading,"Hebrews 4.1-5, 11","Therefore, while the promise of entering his rest remains, let us fear lest any of you be judged to have failed to reach it.",Beloved While the promise of entering God's rest is still open,starts_with_conjunction:therefore
122,Ordinary Time,1,Friday,I,,309,gospel,Mark 2.1-12,"And when he returned to Caperna-um after some days, it was reported that he was at home.",When Jesus returned to Capernaum after some days,starts_with_conjunction:and
133,Ordinary Time,2,Sunday,,A,,first_reading,"Isa 49:3, 5-6","And he said to me, ""You are my servant, Israel, in whom I will be glorified.""",THE LORD said to me: You are my servant,starts_with_conjunction:and
134,Ordinary Time,2,Sunday,,B,,first_reading,"1 Sam 3:3b-10, 19","the lamp of God had not yet gone out, and Samuel was lying down within the temple of the LORD, where the ark of God was.",SAMUEL was sleeping in the temple of the LORD,starts_lowercase
135,Ordinary Time,2,Sunday,,C,,first_reading,Isa 62:1-5,"For Zion's sake I will not keep silent, and for Jerusalem's sake I will not rest, until her vindication goes forth as brightness, and her salvation as a burning torch.",FOR Zion's sake I will not be silent,starts_with_conjunction:for
136,Ordinary Time,2,Monday,I,,311,first_reading,Hebrews 5.1-10,"For every high priest chosen from among men is appointed to act on behalf of men in relation to God, to offer gifts and sacrifices for sins.",Every high priest chosen from among mortals,starts_with_conjunction:for
136,Ordinary Time,2,Monday,I,,311,gospel,Mark 2.18-22,"Now John's disciples and the Pharisees were fasting; and people came and said to him, ""Why do John's disciples and the disciples of the Pharisees fast, but your disciples do not fast?""",John's disciples and the Pharisees were fasting,starts_with_conjunction:now
137,Ordinary Time,2,Monday,I,,311,first_reading,Hebrews 5.1-10,"For every high priest chosen from among men is appointed to act on behalf of men in relation to God, to offer gifts and sacrifices for sins.",Every high priest chosen from among mortals,starts_with_conjunction:for
137,Ordinary Time,2,Monday,I,,311,gospel,Mark 2.18-22,"Now John's disciples and the Pharisees were fasting; and people came and said to him, ""Why do John's disciples and the disciples of the Pharisees fast, but your disciples do not fast?""",John's disciples and the Pharisees were fasting,starts_with_conjunction:now
141,Ordinary Time,2,Tuesday,I,,312,first_reading,Hebrews 6.10-20,"For God is not so unjust as to overlook your work and the love which you showed for his sake in serving the saints, as you still do.",Brothers and sisters God is not unjust,starts_with_conjunction:for
142,Ordinary Time,2,Tuesday,I,,312,first_reading,Hebrews 6.10-20,"For God is not so unjust as to overlook your work and the love which you showed for his sake in serving the saints, as you still do.",Brothers and sisters God is not unjust,starts_with_conjunction:for
147,Ordinary Time,2,Wednesday,I,,313,first_reading,"Hebrews 7.1-3, 15-17","For this Melchizedek, king of Salem, priest of the Most High God, met Abraham returning from the slaughter of the kings and blessed him;","""King Melchizedek of Salem, priest of the Most High God",starts_with_conjunction:for
147,Ordinary Time,2,Wednesday,I,,313,gospel,Mark 3.1-6,"Again he entered the synagogue, and a man was there who had a withered hand.",Jesus entered the synagogue,starts_with_conjunction:again
148,Ordinary Time,2,Wednesday,I,,313,first_reading,"Hebrews 7.1-3, 15-17","For this Melchizedek, king of Salem, priest of the Most High God, met Abraham returning from the slaughter of the kings and blessed him;","""King Melchizedek of Salem, priest of the Most High God",starts_with_conjunction:for
148,Ordinary Time,2,Wednesday,I,,313,gospel,Mark 3.1-6,"Again he entered the synagogue, and a man was there who had a withered hand.",Jesus entered the synagogue,starts_with_conjunction:again
153,Ordinary Time,2,Thursday,I,,314,first_reading,Hebrews 7.25 - 8.6,"Consequently he is able for all time to save those who draw near to God through him, since he always lives to make intercession for them.","Jesus, because he continues forever",starts_with_conjunction:consequently
154,Ordinary Time,2,Thursday,I,,314,first_reading,Hebrews 7.25 - 8.6,"Consequently he is able for all time to save those who draw near to God through him, since he always lives to make intercession for them.","Jesus, because he continues forever",starts_with_conjunction:consequently
159,Ordinary Time,2,Friday,I,,315,first_reading,Hebrews 8.6-13,"But as it is, Christ  has obtained a ministry which is as much more excellent than the old as the covenant he mediates is better, since it is enacted on better promises.",Jesus has now obtained a more excellent ministry,starts_with_conjunction:but
159,Ordinary Time,2,Friday,I,,315,gospel,Mark 3.13-19,"And he went up on the mountain, and called to him those whom he desired; and they came to him.",Jesus went up the mountain,starts_with_conjunction:and
